field,value,measurement,timestamp,entity_id,domain
value,2420.0,W,2025-11-17 08:11:28.168134+00:00,ams_linje6_p,sensor
value,2414.0,W,2025-11-17 08:11:28.227731+00:00,ams_linje6_p,sensor
value,2441.0,W,2025-11-17 08:11:30.774487+00:00,ams_linje6_p,sensor
value,2398.0,W,2025-11-17 08:11:32.265804+00:00,ams_linje6_p,sensor
value,2382.0,W,2025-11-17 08:11:34.742523+00:00,ams_linje6_p,sensor
value,2395.0,W,2025-11-17 08:11:37.257317+00:00,ams_linje6_p,sensor
value,2377.0,W,2025-11-17 08:11:42.282261+00:00,ams_linje6_p,sensor
value,2406.0,W,2025-11-17 08:11:44.757571+00:00,ams_linje6_p,sensor
value,2375.0,W,2025-11-17 08:11:47.298956+00:00,ams_linje6_p,sensor
value,2374.0,W,2025-11-17 08:11:50.796204+00:00,ams_linje6_p,sensor
value,2352.0,W,2025-11-17 08:11:52.266202+00:00,ams_linje6_p,sensor
value,866.0,W,2025-11-17 08:11:54.230761+00:00,03_solarinput63a_active_power,sensor
value,161.0,W,2025-11-17 08:11:57.504642+00:00,06_kjeller15a_active_power,sensor
value,2343.0,W,2025-11-17 08:11:57.897011+00:00,ams_linje6_p,sensor
value,2348.0,W,2025-11-17 08:11:57.930139+00:00,ams_linje6_p,sensor
value,2347.0,W,2025-11-17 08:12:00.784465+00:00,ams_linje6_p,sensor
value,2343.0,W,2025-11-17 08:12:02.270852+00:00,ams_linje6_p,sensor
value,2330.0,W,2025-11-17 08:12:04.767567+00:00,ams_linje6_p,sensor
value,2336.0,W,2025-11-17 08:12:07.250919+00:00,ams_linje6_p,sensor
value,2329.0,W,2025-11-17 08:12:12.253051+00:00,ams_linje6_p,sensor
value,2319.0,W,2025-11-17 08:12:14.757806+00:00,ams_linje6_p,sensor
value,2307.0,W,2025-11-17 08:12:17.245475+00:00,ams_linje6_p,sensor
value,2312.0,W,2025-11-17 08:12:20.768558+00:00,ams_linje6_p,sensor
value,2328.0,W,2025-11-17 08:12:22.257512+00:00,ams_linje6_p,sensor
value,901.0,W,2025-11-17 08:12:24.043745+00:00,03_solarinput63a_active_power,sensor
value,130.0,W,2025-11-17 08:12:26.861000+00:00,05_kjokkenlys15a_active_power,sensor
value,2304.0,W,2025-11-17 08:12:27.982600+00:00,ams_linje6_p,sensor
value,2301.0,W,2025-11-17 08:12:30.789550+00:00,ams_linje6_p,sensor
value,2297.0,W,2025-11-17 08:12:32.299218+00:00,ams_linje6_p,sensor
value,2301.0,W,2025-11-17 08:12:34.766299+00:00,ams_linje6_p,sensor
value,2309.0,W,2025-11-17 08:12:37.260407+00:00,ams_linje6_p,sensor
value,2296.0,W,2025-11-17 08:12:42.245823+00:00,ams_linje6_p,sensor
value,2289.0,W,2025-11-17 08:12:47.268405+00:00,ams_linje6_p,sensor
value,2292.0,W,2025-11-17 08:12:50.790914+00:00,ams_linje6_p,sensor
value,2268.0,W,2025-11-17 08:12:52.254970+00:00,ams_linje6_p,sensor
value,948.0,W,2025-11-17 08:12:54.063042+00:00,03_solarinput63a_active_power,sensor
value,2241.0,W,2025-11-17 08:12:58.498387+00:00,ams_linje6_p,sensor
value,2242.0,W,2025-11-17 08:13:00.790380+00:00,ams_linje6_p,sensor
value,2254.0,W,2025-11-17 08:13:02.264327+00:00,ams_linje6_p,sensor
value,2244.0,W,2025-11-17 08:13:07.264728+00:00,ams_linje6_p,sensor
value,2240.0,W,2025-11-17 08:13:12.271320+00:00,ams_linje6_p,sensor
value,2234.0,W,2025-11-17 08:13:17.273914+00:00,ams_linje6_p,sensor
value,2232.0,W,2025-11-17 08:13:22.246248+00:00,ams_linje6_p,sensor
value,991.0,W,2025-11-17 08:13:24.046359+00:00,03_solarinput63a_active_power,sensor
value,2220.0,W,2025-11-17 08:13:27.566579+00:00,ams_linje6_p,sensor
value,2217.0,W,2025-11-17 08:13:27.597632+00:00,ams_linje6_p,sensor
value,2205.0,W,2025-11-17 08:13:30.792935+00:00,ams_linje6_p,sensor
value,2198.0,W,2025-11-17 08:13:32.276779+00:00,ams_linje6_p,sensor
value,2197.0,W,2025-11-17 08:13:34.754373+00:00,ams_linje6_p,sensor
value,2195.0,W,2025-11-17 08:13:37.273222+00:00,ams_linje6_p,sensor
value,2186.0,W,2025-11-17 08:13:42.265371+00:00,ams_linje6_p,sensor
value,2183.0,W,2025-11-17 08:13:47.270058+00:00,ams_linje6_p,sensor
value,2190.0,W,2025-11-17 08:13:50.769975+00:00,ams_linje6_p,sensor
value,2180.0,W,2025-11-17 08:13:52.275275+00:00,ams_linje6_p,sensor
value,1051.0,W,2025-11-17 08:13:54.085620+00:00,03_solarinput63a_active_power,sensor
value,96.0,W,2025-11-17 08:13:54.521614+00:00,10badgammel13a_active_power,sensor
value,129.0,W,2025-11-17 08:13:56.869635+00:00,05_kjokkenlys15a_active_power,sensor
value,2191.0,W,2025-11-17 08:13:58.003187+00:00,ams_linje6_p,sensor
value,2185.0,W,2025-11-17 08:14:02.261782+00:00,ams_linje6_p,sensor
value,2162.0,W,2025-11-17 08:14:02.294601+00:00,ams_linje6_p,sensor
value,2161.0,W,2025-11-17 08:14:07.253304+00:00,ams_linje6_p,sensor
value,2148.0,W,2025-11-17 08:14:12.255618+00:00,ams_linje6_p,sensor
value,2137.0,W,2025-11-17 08:14:17.253817+00:00,ams_linje6_p,sensor
value,2135.0,W,2025-11-17 08:14:20.795743+00:00,ams_linje6_p,sensor
value,2148.0,W,2025-11-17 08:14:22.257887+00:00,ams_linje6_p,sensor
value,1084.0,W,2025-11-17 08:14:24.030852+00:00,03_solarinput63a_active_power,sensor
value,2139.0,W,2025-11-17 08:14:28.444417+00:00,ams_linje6_p,sensor
value,2134.0,W,2025-11-17 08:14:28.489898+00:00,ams_linje6_p,sensor
value,2146.0,W,2025-11-17 08:14:31.751991+00:00,ams_linje6_p,sensor
value,2130.0,W,2025-11-17 08:14:32.258132+00:00,ams_linje6_p,sensor
value,2118.0,W,2025-11-17 08:14:34.766336+00:00,ams_linje6_p,sensor
value,2121.0,W,2025-11-17 08:14:37.279011+00:00,ams_linje6_p,sensor
value,2116.0,W,2025-11-17 08:14:42.258841+00:00,ams_linje6_p,sensor
value,2107.0,W,2025-11-17 08:14:47.272303+00:00,ams_linje6_p,sensor
value,2105.0,W,2025-11-17 08:14:50.793521+00:00,ams_linje6_p,sensor
value,2082.0,W,2025-11-17 08:14:52.266459+00:00,ams_linje6_p,sensor
value,1125.0,W,2025-11-17 08:14:54.068765+00:00,03_solarinput63a_active_power,sensor
value,130.0,W,2025-11-17 08:14:56.816253+00:00,05_kjokkenlys15a_active_power,sensor
value,2088.0,W,2025-11-17 08:14:58.116437+00:00,ams_linje6_p,sensor
value,2070.0,W,2025-11-17 08:15:00.801483+00:00,ams_linje6_p,sensor
value,2073.0,W,2025-11-17 08:15:02.742659+00:00,ams_linje6_p,sensor
value,2061.0,W,2025-11-17 08:15:04.757878+00:00,ams_linje6_p,sensor
value,2049.0,W,2025-11-17 08:15:07.286627+00:00,ams_linje6_p,sensor
value,2059.0,W,2025-11-17 08:15:12.257270+00:00,ams_linje6_p,sensor
value,2049.0,W,2025-11-17 08:15:14.766100+00:00,ams_linje6_p,sensor
value,2040.0,W,2025-11-17 08:15:17.283731+00:00,ams_linje6_p,sensor
value,2037.0,W,2025-11-17 08:15:20.791794+00:00,ams_linje6_p,sensor
value,2040.0,W,2025-11-17 08:15:22.267218+00:00,ams_linje6_p,sensor
value,1154.0,W,2025-11-17 08:15:24.039206+00:00,03_solarinput63a_active_power,sensor
value,163.0,W,2025-11-17 08:15:27.574659+00:00,06_kjeller15a_active_power,sensor
value,2034.0,W,2025-11-17 08:15:28.117844+00:00,ams_linje6_p,sensor
value,2029.0,W,2025-11-17 08:15:30.790106+00:00,ams_linje6_p,sensor
value,2033.0,W,2025-11-17 08:15:34.778821+00:00,ams_linje6_p,sensor
value,2049.0,W,2025-11-17 08:15:40.915018+00:00,ams_linje6_p,sensor
value,2040.0,W,2025-11-17 08:15:42.256584+00:00,ams_linje6_p,sensor
value,2029.0,W,2025-11-17 08:15:44.767752+00:00,ams_linje6_p,sensor
value,2028.0,W,2025-11-17 08:15:47.267261+00:00,ams_linje6_p,sensor
value,2025.0,W,2025-11-17 08:15:50.770983+00:00,ams_linje6_p,sensor
value,2015.0,W,2025-11-17 08:15:52.266564+00:00,ams_linje6_p,sensor
value,1185.0,W,2025-11-17 08:15:54.249440+00:00,03_solarinput63a_active_power,sensor
value,2014.0,W,2025-11-17 08:15:58.610131+00:00,ams_linje6_p,sensor
value,2026.0,W,2025-11-17 08:16:00.784145+00:00,ams_linje6_p,sensor
value,1999.0,W,2025-11-17 08:16:02.263918+00:00,ams_linje6_p,sensor
value,1996.0,W,2025-11-17 08:16:04.744247+00:00,ams_linje6_p,sensor
value,1976.0,W,2025-11-17 08:16:07.278654+00:00,ams_linje6_p,sensor
value,1973.0,W,2025-11-17 08:16:14.767805+00:00,ams_linje6_p,sensor
value,1989.0,W,2025-11-17 08:16:17.269612+00:00,ams_linje6_p,sensor
value,1950.0,W,2025-11-17 08:16:22.254011+00:00,ams_linje6_p,sensor
value,1245.0,W,2025-11-17 08:16:24.069252+00:00,03_solarinput63a_active_power,sensor
value,138.0,W,2025-11-17 08:16:25.664187+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,1888.0,W,2025-11-17 08:26:17.265064+00:00,ams_linje6_p,sensor
value,0.0,W,2025-11-17 08:26:20.794938+00:00,ams_linje6_po,sensor
value,1853.0,W,2025-11-17 08:26:20.795330+00:00,ams_linje6_p,sensor
value,1862.0,W,2025-11-17 08:26:22.269889+00:00,ams_linje6_p,sensor
value,1888.0,W,2025-11-17 08:26:25.152923+00:00,ams_linje6_p,sensor
value,1907.0,W,2025-11-17 08:26:27.480550+00:00,ams_linje6_p,sensor
value,1946.0,W,2025-11-17 08:26:32.261421+00:00,ams_linje6_p,sensor
value,1943.0,W,2025-11-17 08:26:34.773793+00:00,ams_linje6_p,sensor
value,1956.0,W,2025-11-17 08:26:37.268755+00:00,ams_linje6_p,sensor
value,1383.0,W,2025-11-17 08:26:39.880104+00:00,03_solarinput63a_active_power,sensor
value,107.0,W,2025-11-17 08:26:40.145999+00:00,10badgammel13a_active_power,sensor
value,0.0,W,2025-11-17 08:26:40.789064+00:00,u05_billader16a_active_power,sensor
value,148.0,W,2025-11-17 08:26:41.245646+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,0.0,W,2025-11-17 08:26:41.526491+00:00,07_lysstikk1floor16a_active_power,sensor
value,132.0,W,2025-11-17 08:26:42.434807+00:00,05_kjokkenlys15a_active_power,sensor
value,0.0,W,2025-11-17 08:26:58.084331+00:00,12_vvbereder3kw16a_active_power,sensor
value,166.0,W,2025-11-17 08:26:58.501152+00:00,06_kjeller15a_active_power,sensor
value,0.0,W,2025-11-17 08:26:58.743562+00:00,03a_kjokken_3p_230vl_active_power,sensor
value,1952.0,W,2025-11-17 08:26:59.629768+00:00,ams_linje6_p,sensor
value,1978.0,W,2025-11-17 08:26:59.744358+00:00,ams_linje6_p,sensor
value,1992.0,W,2025-11-17 08:26:59.903971+00:00,ams_linje6_p,sensor
value,1993.0,W,2025-11-17 08:26:59.954490+00:00,ams_linje6_p,sensor
value,1988.0,W,2025-11-17 08:26:59.991734+00:00,ams_linje6_p,sensor
value,2007.0,W,2025-11-17 08:27:00.053567+00:00,ams_linje6_p,sensor
value,1992.0,W,2025-11-17 08:27:02.291376+00:00,ams_linje6_p,sensor
value,2002.0,W,2025-11-17 08:27:02.374489+00:00,ams_linje6_p,sensor
value,1990.0,W,2025-11-17 08:27:04.828453+00:00,ams_linje6_p,sensor
value,1349.0,W,2025-11-17 08:27:09.876546+00:00,03_solarinput63a_active_power,sensor
value,131.0,W,2025-11-17 08:27:14.008404+00:00,05_kjokkenlys15a_active_power,sensor
value,164.0,W,2025-11-17 08:27:14.832704+00:00,06_kjeller15a_active_power,sensor
value,2002.0,W,2025-11-17 08:27:15.395741+00:00,ams_linje6_p,sensor
value,1995.0,W,2025-11-17 08:27:15.507821+00:00,ams_linje6_p,sensor
value,2005.0,W,2025-11-17 08:27:17.263114+00:00,ams_linje6_p,sensor
value,2006.0,W,2025-11-17 08:27:20.837235+00:00,ams_linje6_p,sensor
value,2017.0,W,2025-11-17 08:27:22.266323+00:00,ams_linje6_p,sensor
value,2006.0,W,2025-11-17 08:27:24.770546+00:00,ams_linje6_p,sensor
value,2047.0,W,2025-11-17 08:27:27.320839+00:00,ams_linje6_p,sensor
value,2066.0,W,2025-11-17 08:27:32.257597+00:00,ams_linje6_p,sensor
value,2092.0,W,2025-11-17 08:27:34.775792+00:00,ams_linje6_p,sensor
value,1307.0,W,2025-11-17 08:27:39.883593+00:00,03_solarinput63a_active_power,sensor
value,106.0,W,2025-11-17 08:27:40.697052+00:00,10badgammel13a_active_power,sensor
value,147.0,W,2025-11-17 08:27:42.153834+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,161.0,W,2025-11-17 08:27:44.120531+00:00,06_kjeller15a_active_power,sensor
value,2100.0,W,2025-11-17 08:27:44.502021+00:00,ams_linje6_p,sensor
value,2094.0,W,2025-11-17 08:27:44.560686+00:00,ams_linje6_p,sensor
value,2075.0,W,2025-11-17 08:27:44.766923+00:00,ams_linje6_p,sensor
value,2081.0,W,2025-11-17 08:27:47.277626+00:00,ams_linje6_p,sensor
value,2086.0,W,2025-11-17 08:27:50.797232+00:00,ams_linje6_p,sensor
value,2080.0,W,2025-11-17 08:27:54.778524+00:00,ams_linje6_p,sensor
value,2091.0,W,2025-11-17 08:27:58.226451+00:00,ams_linje6_p,sensor
value,2094.0,W,2025-11-17 08:28:00.781907+00:00,ams_linje6_p,sensor
value,2074.0,W,2025-11-17 08:28:02.292469+00:00,ams_linje6_p,sensor
value,2087.0,W,2025-11-17 08:28:04.776248+00:00,ams_linje6_p,sensor
value,2100.0,W,2025-11-17 08:28:07.273856+00:00,ams_linje6_p,sensor
value,1277.0,W,2025-11-17 08:28:09.853297+00:00,03_solarinput63a_active_power,sensor
value,107.0,W,2025-11-17 08:28:10.100595+00:00,10badgammel13a_active_power,sensor
value,164.0,W,2025-11-17 08:28:12.958436+00:00,06_kjeller15a_active_power,sensor
value,2239.0,W,2025-11-17 08:28:13.356166+00:00,ams_linje6_p,sensor
value,2236.0,W,2025-11-17 08:28:16.219988+00:00,ams_linje6_p,sensor
value,2233.0,W,2025-11-17 08:28:17.263857+00:00,ams_linje6_p,sensor
value,2234.0,W,2025-11-17 08:28:20.789567+00:00,ams_linje6_p,sensor
value,2230.0,W,2025-11-17 08:28:24.783933+00:00,ams_linje6_p,sensor
value,2224.0,W,2025-11-17 08:28:44.336193+00:00,ams_linje6_p,sensor
value,1278.0,W,2025-11-17 08:28:44.677233+00:00,03_solarinput63a_active_power,sensor
value,313.0,W,2025-11-17 08:28:49.728642+00:00,06_kjeller15a_active_power,sensor
value,2233.0,W,2025-11-17 08:28:50.180235+00:00,ams_linje6_p,sensor
value,2229.0,W,2025-11-17 08:28:50.244833+00:00,ams_linje6_p,sensor
value,2251.0,W,2025-11-17 08:28:50.287223+00:00,ams_linje6_p,sensor
value,2252.0,W,2025-11-17 08:28:50.396460+00:00,ams_linje6_p,sensor
value,2237.0,W,2025-11-17 08:28:50.453675+00:00,ams_linje6_p,sensor
value,2220.0,W,2025-11-17 08:28:50.509080+00:00,ams_linje6_p,sensor
value,2223.0,W,2025-11-17 08:28:50.797183+00:00,ams_linje6_p,sensor
value,2226.0,W,2025-11-17 08:28:52.258637+00:00,ams_linje6_p,sensor
value,2118.0,W,2025-11-17 08:28:54.792711+00:00,ams_linje6_p,sensor
value,2100.0,W,2025-11-17 08:28:57.252463+00:00,ams_linje6_p,sensor
value,2122.0,W,2025-11-17 08:29:00.816388+00:00,ams_linje6_p,sensor
value,2121.0,W,2025-11-17 08:29:02.260329+00:00,ams_linje6_p,sensor
value,2126.0,W,2025-11-17 08:29:04.771745+00:00,ams_linje6_p,sensor
value,2125.0,W,2025-11-17 08:29:10.796834+00:00,ams_linje6_p,sensor
value,1283.0,W,2025-11-17 08:29:14.483302+00:00,03_solarinput63a_active_power,sensor
value,151.0,W,2025-11-17 08:29:18.163651+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,2113.0,W,2025-11-17 08:29:20.204431+00:00,ams_linje6_p,sensor
value,2099.0,W,2025-11-17 08:29:20.799677+00:00,ams_linje6_p,sensor
value,2109.0,W,2025-11-17 08:29:22.276872+00:00,ams_linje6_p,sensor
value,2115.0,W,2025-11-17 08:29:24.812736+00:00,ams_linje6_p,sensor
value,2071.0,W,2025-11-17 08:29:27.270799+00:00,ams_linje6_p,sensor
value,2184.0,W,2025-11-17 08:29:31.278623+00:00,ams_linje6_p,sensor
value,2111.0,W,2025-11-17 08:29:32.276640+00:00,ams_linje6_p,sensor
value,2063.0,W,2025-11-17 08:29:34.768853+00:00,ams_linje6_p,sensor
value,2052.0,W,2025-11-17 08:29:37.268401+00:00,ams_linje6_p,sensor
value,2056.0,W,2025-11-17 08:29:42.305618+00:00,ams_linje6_p,sensor
value,1410.0,W,2025-11-17 08:29:44.502381+00:00,03_solarinput63a_active_power,sensor
value,24.0,W,2025-11-17 08:29:47.098329+00:00,05_kjokkenlys15a_active_power,sensor
value,312.0,W,2025-11-17 08:29:47.806891+00:00,06_kjeller15a_active_power,sensor
value,2065.0,W,2025-11-17 08:29:48.189111+00:00,ams_linje6_p,sensor
value,2061.0,W,2025-11-17 08:29:50.809067+00:00,ams_linje6_p,sensor
value,2143.0,W,2025-11-17 08:29:54.760514+00:00,ams_linje6_p,sensor
value,2034.0,W,2025-11-17 08:30:02.272484+00:00,ams_linje6_p,sensor
value,2032.0,W,2025-11-17 08:30:02.364418+00:00,ams_linje6_p,sensor
value,2040.0,W,2025-11-17 08:30:04.771210+00:00,ams_linje6_p,sensor
value,2021.0,W,2025-11-17 08:30:07.283524+00:00,ams_linje6_p,sensor
value,2056.0,W,2025-11-17 08:30:12.272908+00:00,ams_linje6_p,sensor
value,1377.0,W,2025-11-17 08:30:15.116878+00:00,03_solarinput63a_active_power,sensor
value,96.0,W,2025-11-17 08:30:15.289122+00:00,10badgammel13a_active_power,sensor
value,147.0,W,2025-11-17 08:30:31.636845+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,44.0,W,2025-11-17 08:30:32.600856+00:00,05_kjokkenlys15a_active_power,sensor
value,2047.0,W,2025-11-17 08:30:34.050240+00:00,ams_linje6_p,sensor
value,2069.0,W,2025-11-17 08:30:34.552191+00:00,ams_linje6_p,sensor
value,2048.0,W,2025-11-17 08:30:34.619953+00:00,ams_linje6_p,sensor
value,2120.0,W,2025-11-17 08:30:34.757955+00:00,ams_linje6_p,sensor
value,2154.0,W,2025-11-17 08:30:34.896221+00:00,ams_linje6_p,sensor
value,2155.0,W,2025-11-17 08:30:34.981959+00:00,ams_linje6_p,sensor
value,2149.0,W,2025-11-17 08:30:35.043450+00:00,ams_linje6_p,sensor
value,2161.0,W,2025-11-17 08:30:37.271825+00:00,ams_linje6_p,sensor
value,2036.0,W,2025-11-17 08:30:42.288886+00:00,ams_linje6_p,sensor
value,1372.0,W,2025-11-17 08:30:44.510099+00:00,03_solarinput63a_active_power,sensor
value,301.0,W,2025-11-17 08:30:47.975036+00:00,06_kjeller15a_active_power,sensor
value,2042.0,W,2025-11-17 08:30:48.335175+00:00,ams_linje6_p,sensor
value,2041.0,W,2025-11-17 08:30:48.394071+00:00,ams_linje6_p,sensor
value,2029.0,W,2025-11-17 08:30:50.809873+00:00,ams_linje6_p,sensor
value,2038.0,W,2025-11-17 08:30:52.279378+00:00,ams_linje6_p,sensor
value,2032.0,W,2025-11-17 08:30:54.794384+00:00,ams_linje6_p,sensor
value,2037.0,W,2025-11-17 08:30:57.291631+00:00,ams_linje6_p,sensor
value,2147.0,W,2025-11-17 08:31:00.799782+00:00,ams_linje6_p,sensor
value,2151.0,W,2025-11-17 08:31:02.255592+00:00,ams_linje6_p,sensor
value,2157.0,W,2025-11-17 08:31:04.792756+00:00,ams_linje6_p,sensor
value,2136.0,W,2025-11-17 08:31:10.780971+00:00,ams_linje6_p,sensor
value,1373.0,W,2025-11-17 08:31:14.526169+00:00,03_solarinput63a_active_power,sensor
value,97.0,W,2025-11-17 08:31:14.715081+00:00,10badgammel13a_active_power,sensor
value,20.0,W,2025-11-17 08:31:17.458525+00:00,05_kjokkenlys15a_active_power,sensor
value,298.0,W,2025-11-17 08:31:18.574354+00:00,06_kjeller15a_active_power,sensor
value,2164.0,W,2025-11-17 08:31:18.941345+00:00,ams_linje6_p,sensor
value,2159.0,W,2025-11-17 08:31:20.807942+00:00,ams_linje6_p,sensor
value,2172.0,W,2025-11-17 08:31:22.271104+00:00,ams_linje6_p,sensor
value,2165.0,W,2025-11-17 08:31:24.781375+00:00,ams_linje6_p,sensor
value,2159.0,W,2025-11-17 08:31:27.260658+00:00,ams_linje6_p,sensor
value,2169.0,W,2025-11-17 08:31:32.278998+00:00,ams_linje6_p,sensor
value,2170.0,W,2025-11-17 08:31:35.271258+00:00,ams_linje6_p,sensor
value,2176.0,W,2025-11-17 08:31:37.293588+00:00,ams_linje6_p,sensor
value,2172.0,W,2025-11-17 08:31:42.281852+00:00,ams_linje6_p,sensor
value,1372.0,W,2025-11-17 08:31:44.526190+00:00,03_solarinput63a_active_power,sensor
value,96.0,W,2025-11-17 08:31:44.729643+00:00,10badgammel13a_active_power,sensor
value,296.0,W,2025-11-17 08:31:48.201289+00:00,06_kjeller15a_active_power,sensor
value,2179.0,W,2025-11-17 08:31:48.593929+00:00,ams_linje6_p,sensor
value,2164.0,W,2025-11-17 08:31:48.661279+00:00,ams_linje6_p,sensor
value,2186.0,W,2025-11-17 08:31:50.844470+00:00,ams_linje6_p,sensor
value,2179.0,W,2025-11-17 08:31:54.770411+00:00,ams_linje6_p,sensor
value,2177.0,W,2025-11-17 08:31:57.282171+00:00,ams_linje6_p,sensor
value,2430.0,W,2025-11-17 08:32:00.785686+00:00,ams_linje6_p,sensor
value,2432.0,W,2025-11-17 08:32:02.280920+00:00,ams_linje6_p,sensor
value,2443.0,W,2025-11-17 08:32:06.308029+00:00,ams_linje6_p,sensor
value,2442.0,W,2025-11-17 08:32:07.281209+00:00,ams_linje6_p,sensor
value,2444.0,W,2025-11-17 08:32:12.283908+00:00,ams_linje6_p,sensor
value,1348.0,W,2025-11-17 08:32:14.513829+00:00,03_solarinput63a_active_power,sensor
value,2365.0,W,2025-11-17 08:32:19.016897+00:00,ams_linje6_p,sensor
value,2169.0,W,2025-11-17 08:32:19.065426+00:00,ams_linje6_p,sensor
value,2174.0,W,2025-11-17 08:32:20.804929+00:00,ams_linje6_p,sensor
value,2094.0,W,2025-11-17 08:32:22.272137+00:00,ams_linje6_p,sensor
value,1929.0,W,2025-11-17 08:32:24.753710+00:00,ams_linje6_p,sensor
value,1812.0,W,2025-11-17 08:32:27.265470+00:00,ams_linje6_p,sensor
value,1764.0,W,2025-11-17 08:32:32.277244+00:00,ams_linje6_p,sensor
value,1671.0,W,2025-11-17 08:32:34.770450+00:00,ams_linje6_p,sensor
value,1624.0,W,2025-11-17 08:32:37.336269+00:00,ams_linje6_p,sensor
value,1545.0,W,2025-11-17 08:32:42.310524+00:00,ams_linje6_p,sensor
value,1307.0,W,2025-11-17 08:32:44.517334+00:00,03_solarinput63a_active_power,sensor
value,149.0,W,2025-11-17 08:32:48.512800+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,297.0,W,2025-11-17 08:32:50.239233+00:00,06_kjeller15a_active_power,sensor
value,1488.0,W,2025-11-17 08:32:50.583436+00:00,ams_linje6_p,sensor
value,1419.0,W,2025-11-17 08:32:50.627291+00:00,ams_linje6_p,sensor
value,1394.0,W,2025-11-17 08:32:50.817411+00:00,ams_linje6_p,sensor
value,1365.0,W,2025-11-17 08:32:52.289809+00:00,ams_linje6_p,sensor
value,1377.0,W,2025-11-17 08:32:54.812432+00:00,ams_linje6_p,sensor
value,1391.0,W,2025-11-17 08:32:57.273667+00:00,ams_linje6_p,sensor
value,1409.0,W,2025-11-17 08:33:00.788353+00:00,ams_linje6_p,sensor
value,1408.0,W,2025-11-17 08:33:02.281307+00:00,ams_linje6_p,sensor
value,1418.0,W,2025-11-17 08:33:04.789679+00:00,ams_linje6_p,sensor
value,1414.0,W,2025-11-17 08:33:08.408715+00:00,ams_linje6_p,sensor
value,1276.0,W,2025-11-17 08:33:14.522990+00:00,03_solarinput63a_active_power,sensor
value,299.0,W,2025-11-17 08:33:19.328160+00:00,06_kjeller15a_active_power,sensor
value,1437.0,W,2025-11-17 08:33:19.708752+00:00,ams_linje6_p,sensor
value,1423.0,W,2025-11-17 08:33:20.818126+00:00,ams_linje6_p,sensor
value,1431.0,W,2025-11-17 08:33:22.299178+00:00,ams_linje6_p,sensor
value,1437.0,W,2025-11-17 08:33:24.761466+00:00,ams_linje6_p,sensor
value,1438.0,W,2025-11-17 08:33:30.806885+00:00,ams_linje6_p,sensor
value,1448.0,W,2025-11-17 08:33:32.271126+00:00,ams_linje6_p,sensor
value,1442.0,W,2025-11-17 08:33:37.295870+00:00,ams_linje6_p,sensor
value,1447.0,W,2025-11-17 08:33:42.295910+00:00,ams_linje6_p,sensor
value,1262.0,W,2025-11-17 08:33:44.507748+00:00,03_solarinput63a_active_power,sensor
value,1452.0,W,2025-11-17 08:33:50.978722+00:00,ams_linje6_p,sensor
value,1486.0,W,2025-11-17 08:33:51.023103+00:00,ams_linje6_p,sensor
value,1466.0,W,2025-11-17 08:33:52.302073+00:00,ams_linje6_p,sensor
value,1464.0,W,2025-11-17 08:33:54.779961+00:00,ams_linje6_p,sensor
value,1472.0,W,2025-11-17 08:33:57.289371+00:00,ams_linje6_p,sensor
value,1480.0,W,2025-11-17 08:34:02.287626+00:00,ams_linje6_p,sensor
value,1481.0,W,2025-11-17 08:34:07.281667+00:00,ams_linje6_p,sensor
value,1490.0,W,2025-11-17 08:34:12.260159+00:00,ams_linje6_p,sensor
value,1241.0,W,2025-11-17 08:34:14.468647+00:00,03_solarinput63a_active_power,sensor
value,147.0,W,2025-11-17 08:34:18.011264+00:00,08_lysstikk2ndfloor1_active_power,sensor
value,132.0,W,2025-11-17 08:34:19.385452+00:00,05_kjokkenlys15a_active_power,sensor
value,298.0,W,2025-11-17 08:34:20.101720+00:00,06_kjeller15a_active_power,sensor
value,1484.0,W,2025-11-17 08:34:20.467989+00:00,ams_linje6_p,sensor
value,1472.0,W,2025-11-17 08:34:20.524610+00:00,ams_linje6_p,sensor
value,1479.0,W,2025-11-17 08:34:20.788158+00:00,ams_linje6_p,sensor
value,1475.0,W,2025-11-17 08:34:22.284915+00:00,ams_linje6_p,sensor
value,1471.0,W,2025-11-17 08:34:24.796340+00:00,ams_linje6_p,sensor
value,1499.0,W,2025-11-17 08:34:27.264395+00:00,ams_linje6_p,sensor
value,1482.0,W,2025-11-17 08:34:30.820494+00:00,ams_linje6_p,sensor
value,1479.0,W,2025-11-17 08:34:32.316924+00:00,ams_linje6_p,sensor
value,1473.0,W,2025-11-17 08:34:34.782797+00:00,ams_linje6_p,sensor
value,1482.0,W,2025-11-17 08:34:37.262412+00:00,ams_linje6_p,sensor
value,1484.0,W,2025-11-17 08:34:42.273172+00:00,ams_linje6_p,sensor
value,1245.0,W,2025-11-17 08:34:44.514238+00:00,03_solarinput63a_active_power,sensor
value,131.0,W,2025-11-17 08:35:02.661796+00:00,05_kjokkenlys15a_active_power,sensor
value,296.0,W,2025-11-17 08:35:03.355039+00:00,06_kjeller15a_active_power,sensor
value,1492.0,W,2025-11-17 08:35:03.745177+00:00,ams_linje6_p,sensor
